Product_id,Product_name,Product_description_english,Product_description_arabic,Img,Product_page_link,Product_price,Discount,Price_after_discount,Points,Coupon
5136,Groceries Tote Bag,"<p><strong>Running errands all the time? Let us make it easier for you!</strong></p> <p><strong>With our latest Groceries tote bag you will run all your errands with style. A functional tote bag with plenty of room to carry everything you need, in addition to a back pocket to provide you with more organizing space.&nbsp;</strong></p> <p>&nbsp;</p> <p><strong>Specifications</strong></p> <p><strong>Size: 34cm x 39cm&nbsp;</strong></p> <p><strong>Hand strap: 70cm</strong></p> <p><strong>Back pocket: 20cm x 20cm</strong></p> <p><strong>Fabric Material: Cotton Duck</strong></p> <p>&nbsp;</p> <p><strong>Note: Please wash the tote bag with cold water &amp; by hand to maintain its colors from fading.</strong></p>",<p> <strong> تشغيل المهمات طوال الوقت؟ دعنا نجعل الأمر أسهل بالنسبة لك! </strong> </p> <p> <strong> مع أحدث حقيبة حمل البقالة الخاصة بنا ، ستقوم بتشغيل جميع المهمات الخاصة بك. حقيبة حمل وظيفية مع مساحة كبيرة لحمل كل ما تحتاجه ، بالإضافة إلى جيب خلفي لتزويدك بمساحة أكثر تنظيمًا. <strong> المواصفات </strong> </p> <p> <strong> الحجم: 34 سم × 39 سم و nbsp ؛ </strong> </p> <p> <strong> حزام اليد: 70 سم </strong> </p> <p> <strong> الجيب الخلفي: 20 سم × 20 سم </strong> </p> <p> <strong> مادة النسيج: Duck Cotton </strong> </p> <p> & nbsp ؛ </p> <p > <strong> ملاحظة: يرجى غسل حقيبة حمل بالماء البارد & amp ؛ يدويًا للحفاظ على ألوانه من التلاشي. </strong> </p>,https://cdn1.muqbis.com/attachments/05-23/15445.png,https://muqbis.com/product/detail/5136/Groceries-Tote-Bag,240,10,216,50,DropMe
5135,Cats Rule The World Set (Tote Bag + Mug),"<p><strong>*5- Cats Rule The World Set (Tote Bag + Mug)</strong></p> <p><strong>If you&rsquo;re a cat lover, then this tote bag is definitely for you! Crafted from high quality, light &amp; durable material with a unique, creative design. The tote bag is designed with wide internal space to carry all your possessions, and fit your everyday life easily. </strong><br /> &nbsp;</p> <p><strong>Specifications</strong></p> <p><strong>Size: 40cm x 34cm&nbsp;</strong></p> <p><strong>Hand strap: 70cm</strong></p> <p><strong>Fabric Material: Mixed Cotton</strong></p> <p><strong>The tote bag is padded from the inside</strong></p> <p>&nbsp;</p> <p><strong>Note: Please wash the tote bag with cold water &amp; by hand to maintain its colors from fading.</strong></p> <p>&nbsp;</p> <p><strong>Mug</strong></p> <ul> <li> <p><strong>Digital printed ceramic mug that is suitable for everyday use.&nbsp;</strong></p> </li> </ul> <ul> <li> <p><strong>Not dishwasher safe.</strong></p> </li> </ul>",<p> <strong>*5- قاعدة القطط مجموعة World (Bag Bag + Mug) </strong> </p> <p> <prong> ! مصنوع من جودة عالية ، الضوء & amp ؛ مواد متينة مع تصميم فريد ومبدع. تم تصميم حقيبة حملها بمساحة داخلية واسعة لحمل جميع ممتلكاتك ، وتناسب حياتك اليومية بسهولة. </strong> <br /> & nbsp ؛ </p> <p> <strong> المواصفات </strong> </p> <p> <strong> الحجم: 40 سم × 34 سم و nbsp ؛ </strong> </p> < p> <strong> حزام اليد: 70 سم </strong> </p> <p> <strong> مادة النسيج: القطن المختلط </strong> </p> <p> <strong> تم وضع حقيبة حملها مبطنة من الداخل </strong> </p> <p> & nbsp ؛ </p> <p> <strong> ملاحظة: الرجاء غسل حقيبة حمل بالماء البارد & amp ؛ يدويًا للحفاظ على ألوانه من التلاشي. </strong> </p> <p> & nbsp ؛ </p> <p> <strong> القدح </strong> </p> <ul> <li> <p> <strong> القدح السيراميك المطبوع الرقمي المناسبين للاستخدام اليومي. & nbsp ؛ </strong> </p> </li></ul> <ul> <li> قوي> </p> </li> </ul>,https://cdn1.muqbis.com/attachments/05-23/15443.png,https://muqbis.com/product/detail/5135/Cats-Rule-The-World-Set--Tote-Bag---Mug-,360,10,324,100,DropMe
5134,Cats Rule The World Tote Bag,"<p><strong>If you&rsquo;re a cat lover, then this tote bag is definitely for you! Crafted from high quality, light &amp; durable material with a unique, creative design. The tote bag is designed with wide internal space to carry all your possessions, and fit your everyday life easily. </strong></p> <p>&nbsp;</p> <p><strong>Size: 40cm x 34cm&nbsp;</strong></p> <p><strong>Hand strap: 70cm</strong></p> <p><strong>Fabric Material: Mixed Cotton</strong></p> <p><strong>The tote bag is padded from the inside</strong></p> <p>&nbsp;</p> <p><strong>Note: Please wash the tote bag with cold water &amp; by hand to maintain its colors from fading.</strong></p>",<p> <strong> إذا كنت من محبي القط ، فإن حقيبة حمل هذه بالتأكيد هي بالتأكيد! مصنوع من جودة عالية ، الضوء & amp ؛ مواد متينة مع تصميم فريد ومبدع. تم تصميم حقيبة حملها بمساحة داخلية واسعة لحمل جميع ممتلكاتك ، وتناسب حياتك اليومية بسهولة. </strong> </p> <p> & nbsp ؛ </p> <p> <strong> الحجم: 40 سم × 34 سم و nbsp ؛ </strong> </p> <p> <strong> حزام اليد: 70 سم </strong > </p> <p> <strong> مادة النسيج: القطن المختلط </strong> </p> <p> <strong> يتم تعبئة حقيبة حمل من الداخل </strong> </p> <p> & nbsp ؛ </p> <p> <strong> ملاحظة: الرجاء غسل حقيبة حمل بالماء البارد & amp ؛ يدويًا للحفاظ على ألوانه من التلاشي. </strong> </p>,https://cdn1.muqbis.com/attachments/05-23/15435.png,https://muqbis.com/product/detail/5134/Cats-Rule-The-World-Tote-Bag,240,10,216,50,DropMe
4942,Magic printed mug ( Custom ),<p>Magic printed mug ( Custom )</p>,<p> القدح المطبوعة السحري (مخصص) </p>,https://cdn1.muqbis.com/attachments/05-23/14906.png,https://muqbis.com/product/detail/4942/Magic-printed-mug---Custom--,150,10,135,50,DropMe
4903,Professor Severus Snape ( Always ),<p>ceramic mugs printed mug&nbsp;</p>,<p> أكواب السيراميك المطبوعة و nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/14834.png,https://muqbis.com/product/detail/4903/Professor-Severus-Snape---Always--,120,10,108,50,DropMe
4778,Cats rule the world mug,<p>Printed mug&nbsp;Cats rule the world mug</p>,<p> mug & nbsp ؛ cats تحكم في العالم القدح </p>,https://cdn1.muqbis.com/attachments/05-23/14544.png,https://muqbis.com/product/detail/4778/Cats-rule-the-world-mug,120,10,108,50,DropMe
4777,( Naruto ) Printed mug,<p>( Naruto ) Printed mug</p>,<p> (Naruto) Mug Printed </p>,https://cdn1.muqbis.com/attachments/05-23/14539.png,https://muqbis.com/product/detail/4777/--Naruto---Printed-mug,110,10,99,50,DropMe
4776,Naruto Printed mug,<p>Printed mug&nbsp;Naruto</p>,<p> mug & nbsp ؛ naruto </p>,https://cdn1.muqbis.com/attachments/05-23/14537.png,https://muqbis.com/product/detail/4776/Naruto-Printed-mug,130,10,117,50,DropMe
4775,Dragon ball ( Goku ),<p>Printed mug&nbsp;Dragon ball ( Goku )</p>,<p> Mug & nbsp ؛ Dragon Ball (Goku) </p>,https://cdn1.muqbis.com/attachments/05-23/14535.png,https://muqbis.com/product/detail/4775/Dragon-ball---Goku--,130,10,117,50,DropMe
4675,Lemon ( m3asfar ),<p>Original digital&nbsp;drawing design printed mug</p>,<p> الرقمية الأصلية و NBSP ؛ رسم تصميم مطبوع </p>,https://cdn1.muqbis.com/attachments/05-23/14315.png,https://muqbis.com/product/detail/4675/Lemon---m3asfar--,120,10,108,50,DropMe
4674,Cute doctor ( Custom name ),<p>Printed mug&nbsp;cute doctor (( Custom name ))</p>,<p> Mug & nbsp ؛ Doctor Cute ((اسم مخصص)) </p>,https://cdn1.muqbis.com/attachments/05-23/14314.png,https://muqbis.com/product/detail/4674/Cute-doctor---Custom-name--,145,10,130٫5,50,DropMe
4673,Cute doctor (( Custom name )),<p>Printed mug&nbsp;cute doctor (( Custom name ))</p>,<p> Mug & nbsp ؛ Doctor Cute ((اسم مخصص)) </p>,https://cdn1.muqbis.com/attachments/05-23/14313.png,https://muqbis.com/product/detail/4673/Cute-doctor----Custom-name---,145,10,130٫5,50,DropMe
4671,El Kat3a ( Any update ),<p>Original hand drawing design printed mug</p>,<p> تصميم الرسم الأصلي في رسم القدح المطبوعة </p>,https://cdn1.muqbis.com/attachments/05-23/14311.png,https://muqbis.com/product/detail/4671/El-Kat3a---Any-update--,120,10,108,50,DropMe
4670,Just a little MOO-DY,<p>Printed mug Just a little MOO-DY&nbsp;</p>,<p> القدح المطبوعة فقط moo-dy & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/14309.png,https://muqbis.com/product/detail/4670/Just-a-little-MOO-DY,110,10,99,50,DropMe
3947,( Short ) Beige table runner with Ramadan Kareem and Islamic ornamental pattern,"<p><strong>Add a unique Ramadan vibe to your home with a special table runner made from high quality table cloth material to protect your dining table from hot plates, and enhance its layout during gatherings.</strong></p> <p><strong>The table runner has &lsquo;Ramadan Kareem&rsquo; written with an oriental calligraphy, and the middle of the runner has the traditional Ramadan lantern in sketch design with the ornamental pattern covering the whole background.</strong></p> <p><strong>The table runner is suitable for circular, square or rectangular dining tables. It&rsquo;s lightweight, easy to clean, and store. The table runner can suit luxurious restaurants, homes, and can also be a great housewarming gift or for any other occasion.</strong></p> <p>&nbsp;</p> <p><strong>Specifications:</strong></p> <table> <thead> <tr> <th scope=""col""> <p><strong>Length</strong></p> </th> <th scope=""col""> <p><strong>150 CM</strong></p> </th> </tr> <tr> <th scope=""col""> <p><strong>Width</strong></p> </th> <th scope=""col""> <p><strong>45 CM</strong></p> </th> </tr> </thead> <tbody> <tr> <td> <p><strong>Color</strong></p> </td> <td> <p><strong>Beige</strong></p> </td> </tr> <tr> <td> <p><strong>Material</strong></p> </td> <td> <p><strong>Cotton</strong></p> </td> </tr> </tbody> </table> <p>&nbsp;</p> <p><strong>Care Instructions</strong></p> <p>Wash the runner with cold water&nbsp;</p> <p>Safe for ironing.</p>","<p> <strong> أضف أجواء رمضان فريدة من نوعها إلى منزلك مع عداء طاولة خاص مصنوع من مواد قماش طاولة عالية الجودة لحماية طاولة الطعام الخاصة بك من الألواح الساخنة ، وتعزيز تخطيطها أثناء التجمعات. </strong> </p> <p> <strong> The Table Runner لديه & lsquo ؛ رمضان كريم & rsquo ؛ مكتوب بخط أو شرقي ، ووسط العداء لديه فانوس رمضان تقليدي في تصميم رسم مع نمط الزينة الذي يغطي الخلفية بأكملها. أو طاولات الطعام مربعة أو مستطيلة. إنها خفيفة الوزن ، وسهلة التنظيف ، وتخزينها. يمكن لعداء الطاولة أن يتناسب مع المطاعم الفاخرة والمنازل ، ويمكن أن يكون أيضًا هدية رائعة من المنازل أو لأي مناسبة أخرى. </strong> </p> <p> & nbsp ؛ </p> <p> <strong> المواصفات: < /strong> </p> <table> <thead> <tr> <th scope = ""col""> <p> <strong> طول </strong> </p> </h> <th scope = ""col"" > <p> <strong> 150 cm </strong> </p> </h> </tr> <tr> <th scope = ""col""> <p> width </strong> </p > </h> <th scope = ""col""> <p> <strong> 45 cm </strong> </p> </h> </tr> </thead> <tbody> <tr> <td> <p> <strong> اللون </strong> </p> </td> <td> <p> <strong> beige </strong> </p> </td> </tr> <tr> <td > <p> <strong> مادة </strong> </p> </td> <td> <p> <strong> القطن </strong> </p> </td> </tr> </tbody> </table> <p> & nbsp ؛ </p> <p> <strong> تعليمات الرعاية </strong> </p> <p> اغسل العداء بالماء البارد و nbsp ؛ </p> <p> آمن للكي. </p>",https://cdn1.muqbis.com/attachments/04-23/10960.jpg,https://muqbis.com/product/detail/3947/--Short---Beige-table-runner-with-Ramadan-Kareem-and-Islamic-ornamental-pattern,240,10,216,50,DropMe
3946,( Long ) Beige table runner with Ramadan Kareem and islamic ornamental pattern,"<p>Add a unique Ramadan vibe to your home with a special table runner made from high quality table cloth material to protect your dining table from hot plates, and enhance its layout during gatherings.</p> <p>The table runner has &lsquo;Ramadan Kareem&rsquo; written with an oriental calligraphy, and the middle of the runner has the traditional Ramadan lantern in sketch design with the ornamental pattern covering the whole background.</p> <p>The table runner is suitable for circular, square or rectangular dining tables that accommodate 6-8 chairs. It&rsquo;s lightweight, easy to clean, and store. The table runner can suit luxurious restaurants, homes, and can also be a great housewarming gift or for any other occasion.</p> <p>&nbsp;</p> <p><strong>Specifications:</strong></p> <table> <thead> <tr> <th scope=""col""> <p><strong>Length</strong></p> </th> <th scope=""col""> <p><strong>250 CM</strong></p> </th> </tr> <tr> <th scope=""col""> <p><strong>Width</strong></p> </th> <th scope=""col""> <p><strong>45 CM</strong></p> </th> </tr> </thead> <tbody> <tr> <td> <p><strong>Color</strong></p> </td> <td> <p><strong>Beige</strong></p> </td> </tr> <tr> <td> <p><strong>Material</strong></p> </td> <td> <p><strong>Cotton</strong></p> </td> </tr> </tbody> </table> <p>&nbsp;</p> <p><strong>Care Instructions</strong></p> <p>Wash the runner with cold water&nbsp;</p> <p>Safe for ironing.</p>","<p> أضف فيبي رمضان فريد من نوع & lsquo ؛ رمضان كريم & rsquo ؛ مكتوبة بخط أو شرقي ، ووسط العداء لديه فانوس رمضان تقليدي في تصميم رسم مع نمط الزينة الذي يغطي الخلفية بأكمل استيعاب 6-8 كراسي. إنها خفيفة الوزن ، وسهلة التنظيف ، وتخزينها. يمكن لعداء الطاولة أن يتناسب مع المطاعم الفاخرة والمنازل ، ويمكن أن يكون أيضًا هدية رائعة من المنازل أو لأي مناسبة أخرى. </p> <p> & nbsp ؛ </p> <p> <strong> المواصفات: </strong> < /p> <Table> <thead> <tr> <th scope = ""col""> <p> <strong> الطول </strong> </p> </h> <th scope = ""col""> <p> <strong> 250 cm </strong> </p> </h> </tr> <tr> <th scope = ""col""> <p> <strong> العرض </strong> </p> </th > <th scope = ""col""> <p> <strong> 45 cm </strong> </p> </h> </tr> </thead> <tbody> <td> <td> <p> < قوي> لون </strong> </p> </td> <td> <p> <strong> beige </strong> </p> </td> </tr> <td> <td> <p> <strong> المادة </strong> </p> </td> <td> <p> <p> <strong> القطن </strong> </p> </td> </tbod <p> & nbsp ؛ </p> <p> <strong> تعليمات الرعاية </strong> </p> <p> اغسل العداء بالماء البارد و nbsp ؛ </p> <p> آمن للكي. </p>",https://cdn1.muqbis.com/attachments/04-23/10957.jpg,https://muqbis.com/product/detail/3946/--Long---Beige-table-runner-with-Ramadan-Kareem-and-islamic-ornamental-pattern,380,10,342,100,DropMe
3945,( Short ) Baby blue Ramadan table runner with islamic ornamental & crescent pattern,"<p>Feel Ramadan vibes everyday with our Ramadan table runner. The table runner background design is covered with islamic ornamental traditional pattern, and has a unique ornamental crescent in the middle. The table runner is baby blue and the patterns have different shades of blue mixed together with white to enhance its style.</p> <p>The table runner is suitable for circular, square or rectangular dining tables. The table cloth high quality material is lightweight, easy to clean, and store. The table runner can suit luxurious restaurants, homes, and can also be a great housewarming gift or for any other occasion.</p> <p>&nbsp;</p> <p><strong>Specifications:</strong></p> <table> <thead> <tr> <th scope=""col""> <p><strong>Length</strong></p> </th> <th scope=""col""> <p><strong>150 CM</strong></p> </th> </tr> <tr> <th scope=""col""> <p><strong>Width</strong></p> </th> <th scope=""col""> <p><strong>45 CM</strong></p> </th> </tr> </thead> <tbody> <tr> <td> <p><strong>Color</strong></p> </td> <td> <p><strong>Baby Blue</strong></p> </td> </tr> <tr> <td> <p><strong>Material</strong></p> </td> <td> <p><strong>Cotton</strong></p> </td> </tr> </tbody> </table> <p>&nbsp;</p> <p><strong>Care Instructions</strong></p> <p>Wash the runner with cold water&nbsp;</p> <p>Safe for ironing.</p>","<p> اشعر برموادان المشاعر كل يوم مع عداء طاولة رمضان. تصميم خلفية عداء المائدة مغطى بالنمط التقليدي الزخرفي الإسلامي ، وله هلال زخرفي فريد في الوسط. عداء الطاولة هو اللون الأزرق ، والأنماط لها ظلال مختلفة من الأزرق مختلطة مع الأبيض لتعزيز أسلوبه. </p> <p> عداء الجدول مناسب لطاولات تناول الطعام الدائرية أو المربعة أو المستطيلة. مادة القماش عالية الجودة خفيفة الوزن وسهلة التنظيف وتخزينها. يمكن لعداء الطاولة أن يتناسب مع المطاعم الفاخرة والمنازل ، ويمكن أن يكون أيضًا هدية رائعة من المنازل أو لأي مناسبة أخرى. </p> <p> & nbsp ؛ </p> <p> <strong> المواصفات: </strong> < /p> <Table> <thead> <tr> <th scope = ""col""> <p> <strong> الطول </strong> </p> </h> <th scope = ""col""> <p> <strong> 150 سم </strong> </p> </h> </tr> <tr> <th scope = ""col""> <p> <strong> العرض </strong> </p> </th > <th scope = ""col""> <p> <strong> 45 cm </strong> </p> </h> </tr> </thead> <tbody> <td> <td> <p> < قوي> لون </strong> </p> </td> <td> <p> <strong> Baby Blue </strong> </p> </td> </tr> <td> <td> <p > <strong> مادة </strong> </p> </td> <td> <p> <strong> القطن </strong> </p> </td> </tbod > <p> & nbsp ؛ </p> <p> <strong> تعليمات الرعاية </strong> </p> <p> اغسل العداء بالماء البارد و nbsp ؛ </p> <p> آمن للكي. </p >",https://cdn1.muqbis.com/attachments/04-23/10952.jpg,https://muqbis.com/product/detail/3945/--Short---Baby-blue-Ramadan-table-runner-with-islamic-ornamental---crescent-pattern,240,10,216,50,DropMe
3944,( Long ) Baby blue Ramadan table runner with islamic ornamental & crescent pattern,"<p>Feel Ramadan vibes everyday with our Ramadan table runner. The table runner background design is covered with islamic ornamental traditional pattern, and has a unique ornamental crescent in the middle. The table runner is baby blue and the patterns have different shades of blue mixed together with white to enhance its style.</p> <p>The table runner is suitable for circular, square or rectangular dining tables that accommodate 6-8 chairs. The table cloth high quality material is lightweight, easy to clean, and store. The table runner can suit luxurious restaurants, homes, and can also be a great housewarming gift or for any other occasion.</p> <p>&nbsp;</p> <p><strong>Specifications:</strong></p> <table> <thead> <tr> <th scope=""col""> <p><strong>Length</strong></p> </th> <th scope=""col""> <p><strong>250 CM</strong></p> </th> </tr> <tr> <th scope=""col""> <p><strong>Width</strong></p> </th> <th scope=""col""> <p><strong>45 CM</strong></p> </th> </tr> </thead> <tbody> <tr> <td> <p><strong>Color</strong></p> </td> <td> <p><strong>Baby Blue</strong></p> </td> </tr> <tr> <td> <p><strong>Material</strong></p> </td> <td> <p><strong>Cotton</strong></p> </td> </tr> </tbody> </table> <p>&nbsp;</p> <p><strong>Care Instructions</strong></p> <p>Wash the runner with cold water&nbsp;</p> <p>Safe for ironing.</p>","<p> اشعر برموادان المشاعر كل يوم مع عداء طاولة رمضان. تصميم خلفية عداء المائدة مغطى بالنمط التقليدي الزخرفي الإسلامي ، وله هلال زخرفي فريد في الوسط. عداء الطاولة هو اللون الأزرق والأنماط لها ظلال مختلفة من الأزرق مختلطة مع الأبيض لتعزيز أسلوبه. </p> <p> عداء الجدول مناسب لطاولات تناول الطعام الدائرية أو المربعة أو المستطيلة التي تستوعب 6-8 كراسي. مادة القماش عالية الجودة خفيفة الوزن وسهلة التنظيف وتخزينها. يمكن لعداء الطاولة أن يتناسب مع المطاعم الفاخرة والمنازل ، ويمكن أن يكون أيضًا هدية رائعة من المنازل أو لأي مناسبة أخرى. </p> <p> & nbsp ؛ </p> <p> <strong> المواصفات: </strong> < /p> <Table> <thead> <tr> <th scope = ""col""> <p> <strong> الطول </strong> </p> </h> <th scope = ""col""> <p> <strong> 250 cm </strong> </p> </h> </tr> <tr> <th scope = ""col""> <p> <strong> العرض </strong> </p> </th > <th scope = ""col""> <p> <strong> 45 cm </strong> </p> </h> </tr> </thead> <tbody> <td> <td> <p> < قوي> لون </strong> </p> </td> <td> <p> <strong> Baby Blue </strong> </p> </td> </tr> <td> <td> <p > <strong> مادة </strong> </p> </td> <td> <p> <strong> القطن </strong> </p> </td> </tbod > <p> & nbsp ؛ </p> <p> <strong> تعليمات الرعاية </strong> </p> <p> اغسل العداء بالماء البارد و nbsp ؛ </p> <p> آمن للكي. </p >",https://cdn1.muqbis.com/attachments/04-23/10949.jpg,https://muqbis.com/product/detail/3944/--Long---Baby-blue-Ramadan-table-runner-with-islamic-ornamental---crescent-pattern,380,10,342,100,DropMe
3942,( Short ) Grey Ramadan table runner with gradient Blue x Turquoise ornamental pattern,"<p>Start Ramadan with a one of a kind table runner with a gradient Blue x Turquoise traditional islamic ornamental pattern. The table runner is suitable for various shapes of dining tables; circular, square or rectangular .&nbsp;</p> <p>The table cloth high quality material is lightweight, easy to clean, and store. The table runner can suit luxurious restaurants, homes, and can also be a great housewarming gift or for any other occasion.</p> <p>&nbsp;</p> <p><strong>Specifications:</strong></p> <table> <thead> <tr> <th scope=""col""> <p><strong>Length</strong></p> </th> <th scope=""col""> <p><strong>150 CM</strong></p> </th> </tr> <tr> <th scope=""col""> <p><strong>Width</strong></p> </th> <th scope=""col""> <p><strong>45 CM</strong></p> </th> </tr> </thead> <tbody> <tr> <td> <p><strong>Color</strong></p> </td> <td> <p><strong>Grey x Gradient Blue x Turquoise</strong></p> </td> </tr> <tr> <td> <p><strong>Material</strong></p> </td> <td> <p><strong>Cotton</strong></p> </td> </tr> </tbody> </table> <p>&nbsp;</p> <p><strong>Care Instructions</strong></p> <p>Wash the runner with cold water&nbsp;</p> <p>Safe for ironing.</p>","<p> ابدأ رمضان مع أحد عداء طاولة من نوعه مع نمط زخرفي إسلامي تقليدي زرقاء زرقاء. عداء الجدول مناسب لأشكال مختلفة من طاولات الطعام ؛ دائرية أو مربعة أو مستطيلة. يمكن لعداء الطاولة أن يتناسب مع المطاعم الفاخرة والمنازل ، ويمكن أن يكون أيضًا هدية رائعة من المنازل أو لأي مناسبة أخرى. </p> <p> & nbsp ؛ </p> <p> <strong> المواصفات: </strong> < /p> <Table> <thead> <tr> <th scope = ""col""> <p> <strong> الطول </strong> </p> </h> <th scope = ""col""> <p> <strong> 150 سم </strong> </p> </h> </tr> <tr> <th scope = ""col""> <p> <strong> العرض </strong> </p> </th > <th scope = ""col""> <p> <strong> 45 cm </strong> </p> </h> </tr> </thead> <tbody> <td> <td> <p> < strong> color </strong> </p> </td> <td> <p> <strong> Gray X Gradient Blue X Turquoise </strong> </p> </td> </tr> <tr> < td> <p> <strong> مادة </strong> </p> </td> <td> <p> <strong> القطن </strong> </p> </td> </tbor > </table> <p> & nbsp ؛ </p> <p> <strong> تعليمات الرعاية </strong> </p> <p> غسل العداء بالماء البارد و nbsp ؛ </p> <p> . </p>",https://cdn1.muqbis.com/attachments/04-23/10932.jpg,https://muqbis.com/product/detail/3942/--Short---Grey-Ramadan-table-runner-with-gradient-Blue-x-Turquoise-ornamental-pattern,240,10,216,50,DropMe
3940,( Long ) Grey Ramadan table runner with gradient Blue x Turquoise ornamental pattern,"<p>Start Ramadan with a one of a kind table runner with a gradient Blue x Turquoise traditional islamic ornamental pattern. The table runner is suitable for various shapes of dining tables; circular, square or rectangular ones that accommodate 6-8 chairs.&nbsp;</p> <p>The table cloth high quality material is lightweight, easy to clean, and store. The table runner can suit luxurious restaurants, homes, and can also be a great housewarming gift or for any other occasion.</p> <p>&nbsp;</p> <p><strong>Specifications:</strong></p> <table> <thead> <tr> <th scope=""col""> <p><strong>Length</strong></p> </th> <th scope=""col""> <p><strong>250 CM</strong></p> </th> </tr> <tr> <th scope=""col""> <p><strong>Width</strong></p> </th> <th scope=""col""> <p><strong>45 CM</strong></p> </th> </tr> </thead> <tbody> <tr> <td> <p><strong>Color</strong></p> </td> <td> <p><strong>Grey x Gradient Blue x Turquoise</strong></p> </td> </tr> <tr> <td> <p><strong>Material</strong></p> </td> <td> <p><strong>Cotton</strong></p> </td> </tr> </tbody> </table> <p>&nbsp;</p> <p><strong>Care Instructions</strong></p> <p>Wash the runner with cold water&nbsp;</p> <p>Safe for ironing.</p>","<p> ابدأ رمضان مع أحد عداء طاولة من نوعه مع نمط زخرفي إسلامي تقليدي زرقاء زرقاء. عداء الجدول مناسب لأشكال مختلفة من طاولات الطعام ؛ تلك الدائرية أو المربعة أو المستطيلة التي تستوعب 6-8 كراسي. يمكن لعداء الطاولة أن يتناسب مع المطاعم الفاخرة والمنازل ، ويمكن أن يكون أيضًا هدية رائعة من المنازل أو لأي مناسبة أخرى. </p> <p> & nbsp ؛ </p> <p> <strong> المواصفات: </strong> < /p> <Table> <thead> <tr> <th scope = ""col""> <p> <strong> الطول </strong> </p> </h> <th scope = ""col""> <p> <strong> 250 cm </strong> </p> </h> </tr> <tr> <th scope = ""col""> <p> <strong> العرض </strong> </p> </th > <th scope = ""col""> <p> <strong> 45 cm </strong> </p> </h> </tr> </thead> <tbody> <td> <td> <p> < strong> color </strong> </p> </td> <td> <p> <strong> Gray X Gradient Blue X Turquoise </strong> </p> </td> </tr> <tr> < td> <p> <strong> مادة </strong> </p> </td> <td> <p> <strong> القطن </strong> </p> </td> </tbor > </table> <p> & nbsp ؛ </p> <p> <strong> تعليمات الرعاية </strong> </p> <p> غسل العداء بالماء البارد و nbsp ؛ </p> <p> . </p>",https://cdn1.muqbis.com/attachments/04-23/10926.jpg,https://muqbis.com/product/detail/3940/--Long---Grey-Ramadan-table-runner-with-gradient-Blue-x-Turquoise-ornamental-pattern,380,10,342,100,DropMe
3939,( Short ) Ramadan Kareem Table Runner with ornamental lantern and crescent pattern,"<p>Get ready for Ramadan with our table runner!</p> <p>The table runner has an ornamental lantern and crescent design on each end, and an islamic ornamental pattern in the middle. authentic feel to your dining table.&nbsp;</p> <p>It&rsquo;s perfect for dining tables that carry 6-8 chairs, and suits hotels &amp; restaurants as well.</p> <p>Ramadan table runner is carefully designed and made from high quality materials that are durable, lightweight, easy to clean and store. The runner can be the ideal gift for new homes celebrating the holy month of Ramadan.</p> <p>&nbsp;</p> <p><strong>Specifications:</strong></p> <table> <thead> <tr> <th scope=""col""> <p><strong>Length</strong></p> </th> <th scope=""col""> <p><strong>150 CM</strong></p> </th> </tr> <tr> <th scope=""col""> <p><strong>Width</strong></p> </th> <th scope=""col""> <p><strong>45 CM</strong></p> </th> </tr> </thead> <tbody> <tr> <td> <p><strong>Color</strong></p> </td> <td> <p><strong>Beige&nbsp;</strong></p> </td> </tr> <tr> <td> <p><strong>Material</strong></p> </td> <td> <p><strong>Cotton</strong></p> </td> </tr> </tbody> </table> <p>&nbsp;</p> <p><strong>Care Instructions</strong></p> <p>Wash the runner with cold water&nbsp;</p> <p>Safe for ironing.</p>","<p> استعد إلى رمضان مع عداء الطاولة لدينا! </p> <p> يحتوي عداء الجدول على مصنوفة زخرفية وهلال في كل طرف ، ونمط الزينة الإسلامية في الوسط. إحساس أصيل لطاولة الطعام الخاصة بك. & nbsp ؛ </p> <p> it & rsquo ؛ المطاعم أيضًا. </p> <p> تم تصميم Ramadan Table Runner بعناية ومصنوعة من مواد عالية الجودة ودائمة وخفيفة الوزن وسهلة التنظيف وتخزينها. يمكن أن يكون العداء الهدية المثالية للمنازل الجديدة التي تحتفل بشهر رمضان المقدس. </p> <p> & nbsp ؛ </p> <p> <strong> المواصفات: </strong> </p> <table> < thead> <tr> <th scope = ""col""> <p> <strong> الطول </strong> </p> </h> <th scope = ""col""> <p> <strong> 150 cm </ Strong> </p> </h> </tr> <tr> <th scope = ""col""> <p> <strong> العرض </strong> </p> </h> <th scope = ""col ""> <p> <strong> 45 cm </strong> </p> </h> </tr> </thead> <tbody> <td> <td> <p> <strong> اللون </strong> </p> </td> <td> <p> <strong> beige & nbsp ؛ </strong> </p> </td> </tr> <td> <td> <p> <strong> المادة </ قوي> </p> </td> <td> <p> <strong> القطن </strong> </p> </td> </tbod /p> <p> <strong> تعليمات الرعاية </strong> </p> <p> اغسل العداء بالماء البارد و nbsp ؛ </p> <p> آمن للكي. </p>",https://cdn1.muqbis.com/attachments/04-23/10916.jpg,https://muqbis.com/product/detail/3939/--Short----Ramadan-Kareem-Table-Runner-with-ornamental-lantern-and-crescent-pattern,240,10,216,50,DropMe
